1	Insert	1	1
2	Insert	1	2
3	Insert	1	3
4	Insert	1	4
5	Insert	1	5
6	Insert	1	6
7	Insert	1	7
8	Insert	1	8
9	Insert	1	9
10	Insert	1	10
11	Insert	1	11
12	Insert	1	12
13	Insert	1	13
14	Insert	1	14
15	Insert	1	15
16	Insert	1	16
17	Insert	1	17
18	Insert	1	18
19	Insert	1	19
20	Insert	1	20
21	Insert	1	21
22	Insert	1	22
23	Insert	1	23
24	Insert	1	24
25	Insert	1	25
26	Insert	1	26
27	Insert	1	27
28	Insert	1	28
29	Insert	1	29
30	Insert	1	30
31	Insert	1	31
32	Insert	1	32
33	Insert	1	33
34	Insert	1	34
35	Insert	1	35
36	Insert	1	36
37	Insert	1	37
38	Insert	1	38
39	Insert	1	39
40	Insert	1	40
41	Insert	1	41
42	Insert	1	42
43	Insert	1	43
44	Insert	1	44
45	Insert	1	45
46	Insert	1	46
47	Insert	1	47
48	Insert	1	48
49	Insert	1	49
50	Insert	1	50
51	Insert	1	51
52	Insert	1	52
53	Insert	1	53
54	Insert	1	54
55	Insert	1	55
56	Insert	1	56
57	Insert	1	57
58	Insert	1	58
59	Insert	1	59
60	Insert	1	60
61	Insert	1	61
62	Insert	1	62
63	Insert	1	63
64	Insert	1	64
65	Insert	1	65
66	Insert	1	66
67	Insert	1	67
68	Insert	1	68
69	Insert	1	69
70	Insert	1	70
71	Insert	1	71
72	Insert	1	72
73	Insert	1	73
74	Insert	1	74
75	Insert	1	75
76	Insert	1	76
77	Insert	1	77
78	Insert	1	78
79	Insert	1	79
80	Insert	1	80
81	Insert	1	81
82	Insert	1	82
83	Insert	1	83
84	Insert	1	84
85	Insert	1	85
86	Insert	1	86
87	Insert	1	87
88	Insert	1	88
89	Insert	1	89
90	Insert	1	90
91	Insert	1	91
92	Insert	1	92
93	Insert	1	93
94	Insert	1	94
95	Insert	1	95
96	Insert	1	96
97	Insert	1	97
98	Insert	1	98
99	Insert	1	99
100	Insert	1	100
101	Insert	1	101
102	Insert	1	102
103	Insert	1	103
104	Insert	1	104
105	Insert	1	105
106	Insert	1	106
107	Insert	1	107
108	Insert	1	108
109	Insert	1	109
110	Insert	1	110
111	Insert	1	111
112	Insert	1	112
113	Insert	1	113
114	Insert	1	114
115	Insert	1	115
116	Insert	1	116
117	Insert	1	117
118	Insert	1	118
119	Insert	1	119
120	Insert	1	120
121	Insert	1	121
122	Insert	1	122
123	Insert	1	123
124	Insert	1	124
125	Insert	1	125
126	Insert	1	126
127	Insert	1	127
128	Insert	1	128
129	Insert	1	129
130	Insert	1	130
131	Insert	1	131
132	Insert	1	132
133	Insert	1	133
134	Insert	1	134
135	Insert	1	135
136	Insert	1	136
137	Insert	1	137
138	Insert	1	138
139	Insert	1	139
140	Insert	1	140
141	Insert	1	141
142	Insert	1	142
143	Insert	1	143
144	Insert	1	144
145	Insert	1	145
146	Insert	1	146
147	Insert	1	147
148	Insert	1	148
149	Insert	1	149
150	Insert	1	150
151	Insert	1	151
152	Insert	1	152
153	Insert	1	153
154	Insert	1	154
155	Insert	1	155
156	Insert	1	156
157	Insert	1	157
158	Insert	1	158
159	Insert	1	159
160	Insert	1	160
161	Insert	1	161
162	Insert	1	162
163	Insert	1	163
164	Insert	1	164
165	Insert	1	165
166	Insert	1	166
167	Insert	1	167
168	Insert	1	168
169	Insert	1	169
170	Insert	1	170
171	Insert	1	171
172	Insert	1	172
173	Insert	1	173
174	Insert	1	174
175	Insert	1	175
176	Insert	1	176
177	Insert	1	177
178	Insert	1	178
179	Insert	1	179
180	Insert	1	180
181	Insert	1	181
182	Insert	1	182
183	Insert	1	183
184	Insert	1	184
185	Insert	1	185
186	Insert	1	186
187	Insert	1	187
188	Insert	1	188
189	Insert	1	189
190	Insert	1	190
191	Insert	1	191
192	Insert	1	192
193	Insert	1	193
194	Insert	1	194
195	Insert	1	195
196	Insert	1	196
197	Insert	1	197
198	Insert	1	198
199	Insert	1	199
200	Insert	1	200
201	Insert	1	201
202	Insert	1	202
203	Insert	1	203
204	Insert	1	204
205	Insert	1	205
206	Insert	1	206
207	Insert	1	207
208	Insert	1	208
209	Insert	1	209
210	Insert	1	210
211	Insert	1	211
212	Insert	1	212
213	Insert	1	213
214	Insert	1	214
215	Insert	1	215
216	Insert	1	216
217	Insert	1	217
218	Insert	1	218
219	Insert	1	219
220	Insert	1	220
221	Insert	1	221
222	Insert	1	222
223	Insert	1	223
224	Insert	1	224
225	Insert	1	225
226	Insert	1	226
227	Insert	1	227
228	Insert	1	228
229	Insert	1	229
230	Insert	1	230
231	Insert	1	231
232	Insert	1	232
233	Insert	1	233
234	Insert	1	234
235	Insert	1	235
236	Insert	1	236
237	Insert	1	237
238	Insert	1	238
239	Insert	1	239
240	Insert	1	240
241	Insert	1	241
242	Insert	1	242
243	Insert	1	243
244	Insert	1	244
245	Insert	1	245
246	Insert	1	246
247	Insert	1	247
248	Insert	1	248
249	Insert	1	249
250	Insert	1	250
251	Insert	1	251
252	Insert	1	252
253	Insert	1	253
254	Insert	1	254
255	Insert	1	255
256	Insert	1	256
257	Insert	1	257
258	Insert	1	258
259	Insert	1	259
260	Insert	1	260
261	Insert	1	261
262	Insert	1	262
263	Insert	1	263
264	Insert	1	264
265	Insert	1	265
266	Insert	1	266
267	Insert	1	267
268	Insert	1	268
269	Insert	1	269
270	Insert	1	270
271	Insert	1	271
272	Insert	1	272
273	Insert	1	273
274	Insert	1	274
275	Insert	1	275
276	Insert	1	276
277	Insert	1	277
278	Insert	1	278
279	Insert	1	279
280	Insert	1	280
281	Insert	1	281
282	Insert	1	282
283	Insert	1	283
284	Insert	1	284
285	Insert	1	285
286	Insert	1	286
287	Insert	1	287
288	Insert	1	288
289	Insert	1	289
290	Insert	1	290
291	Insert	1	291
292	Insert	1	292
293	Insert	1	293
294	Insert	1	294
295	Insert	1	295
296	Insert	1	296
297	Insert	1	297
298	Insert	1	298
299	Insert	1	299
300	Insert	1	300
